kule2
t;x;y;v
0.000000000E0;1.073809853E2;3.193103639E1;
3.332222222E-2;1.117781647E2;3.145400969E1;1.351290143E2
6.664444444E-2;1.162790488E2;3.054349821E1;1.423329168E2
9.996666667E-2;1.210289283E2;2.935595281E1;1.443173289E2
1.332888889E-1;1.255647255E2;2.803727868E1;1.459169239E2
1.666111111E-1;1.304677785E2;2.701607576E1;1.542385414E2
1.999333333E-1;1.356622912E2;2.611375989E1;1.619732073E2
2.332555556E-1;1.411145802E2;2.523581908E1;
